,date,plant-stand,precip,temp,hail,crop-hist,area-damaged,severity,seed-tmt,germination,plant_growth,leaves,leafspots_halo,leafspots_marg,leafspot_size, leaf_shread,leaf_malf,leaf_mild,stem,lodging,stem_cankers,canker_lesion,fruiting_bodies,external_decay,mycelium,int_discolor,sclerotia,fruit_pods,fruit_spots,seed,mold_growth,seed_discolor,seed_size,shriveling,roots,k1_label,k2_label,k3_label,k4_label,k5_label,k6_label,k7_label,k8_label,k9_label,k10_label,k11_label,k12_label,k13_label,k14_label,k15_label,k16_label,k17_label,k18_label,k19_label,k20_label,k21_label,k22_label,k23_label,k24_label,k25_label,k26_label,k27_label,k28_label,k29_label,k30_label,k31_label,k32_label,k33_label,k34_label,k35_label,k36_label,k37_label,k38_label,k39_label,k40_label,k41_label,k42_label,k43_label,k44_label,k45_label,k46_label,k47_label,k48_label,k49_label,k50_label,k51_label,k52_label,k53_label,k54_label,k55_label,k56_label,k57_label,k58_label,k59_label
68,3,1,1,0,0,2,1,2,1,2,1,1,0,2,2,0,0,0,1,0,2,2,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,2,1,1,3,6,3,0,0,2,4,5,5,5,6,4,8,7,10,8,1,1,7,4,6,4,27,28,26,10,16,13,0,19,16,12,12,2,17,15,0,19,21,13,18,0,15,22,0,19,2,19,20,15,19,0,19,11
69,3,1,2,2,0,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,4,4,1,5,7,3,1,7,1,0,5,12,6,11,3,9,7,5,17,16,16,5,1,6,3,15,12,10,3,0,12,14,3,6,11,1,11,8,0,12,1,46,4,8,15,14,0,9,10,13,55,4,14,4
70,4,0,0,1,0,1,3,1,1,2,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,8,9,8,8,6,6,8,8,1,10,8,1,11,11,9,1,10,9,9,14,14,4,2,11,3,14,6,13,15,0,1,1,22,20,15,9,5,8,1,3,11,16,1,22,4,4,6,9,3,3,1
71,4,0,0,1,0,1,3,1,1,2,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,8,9,8,8,6,6,8,8,1,10,8,1,11,11,9,1,10,9,9,14,14,4,2,11,3,14,6,13,15,0,1,1,22,20,15,9,5,8,1,3,11,16,1,22,4,4,6,9,3,3,1
72,3,1,0,0,0,3,0,1,1,2,1,0,0,2,2,0,0,0,1,0,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,2,2,5,5,6,6,6,7,9,8,9,10,1,7,7,12,8,7,10,3,19,21,22,21,20,8,20,23,25,20,24,1,23,26,25,14,38,38,30,38,38,41,39,11,38,42,41,42,40,40,47,46,33,47,50,13
73,5,0,0,2,0,1,3,1,1,2,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,8,9,8,8,6,6,8,8,1,10,8,1,11,11,9,1,10,9,9,14,14,4,2,11,3,14,6,13,15,0,1,1,22,20,15,9,5,8,1,3,11,16,1,22,4,4,6,9,3,3,1
74,5,0,0,2,0,2,3,1,1,1,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,8,9,8,8,6,6,8,8,1,10,8,1,11,11,9,1,10,9,9,14,14,4,2,11,3,14,6,13,15,0,1,1,22,20,15,9,5,8,1,3,11,16,1,22,4,4,6,9,3,3,1
75,4,0,0,1,0,3,2,1,0,1,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,8,9,8,8,6,6,8,8,1,10,8,1,11,11,9,1,10,9,9,14,14,4,2,11,3,14,6,13,15,0,1,1,22,20,15,9,5,8,1,3,11,16,1,22,4,4,6,9,3,3,58
76,5,0,0,1,1,3,3,1,0,2,1,1,2,0,1,0,0,0,1,1,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,2,2,5,5,6,6,6,7,9,8,9,10,1,7,7,12,8,7,10,3,19,21,22,21,20,8,20,23,25,20,24,1,23,26,25,38,22,32,37,30,27,16,16,38,25,20,38,2,42,39,35,40,1,39,43,39
77,6,0,1,1,1,2,0,1,1,0,1,0,0,2,1,0,0,0,1,1,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,2,2,5,5,6,6,6,7,9,8,9,10,1,7,7,12,8,7,21,19,8,5,11,11,9,0,14,18,14,2,9,9,8,9,15,13,6,8,32,5,32,31,9,12,29,31,34,38,25,0,28,27,31,32,8,27
78,5,1,0,0,0,3,2,1,0,0,1,1,0,2,2,0,0,0,1,1,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,2,2,5,5,6,6,6,7,9,8,9,10,1,7,7,12,8,7,21,19,8,5,11,11,9,0,14,18,14,2,9,9,8,9,15,13,39,30,6,22,13,15,17,19,16,21,6,7,13,22,15,16,29,20,2,17
79,5,1,0,1,0,1,3,1,1,0,1,1,2,0,1,0,0,0,1,1,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,2,2,5,5,6,6,6,7,9,8,9,10,1,7,7,12,8,7,10,3,19,21,22,21,20,8,20,23,25,20,24,1,23,26,25,38,22,32,37,30,27,16,16,38,25,20,38,2,42,39,35,40,1,39,43,39
80,4,0,1,0,1,2,3,1,1,2,1,0,0,2,2,0,0,0,1,1,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,2,2,5,5,6,6,6,7,9,8,9,10,1,7,7,12,8,7,21,19,8,5,11,11,9,0,14,18,14,2,9,9,8,9,15,13,39,30,6,22,13,15,17,19,16,21,6,7,13,22,15,16,29,20,2,17
81,4,1,0,0,0,3,2,1,1,1,1,1,2,0,1,0,0,0,1,1,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,2,2,5,5,6,6,6,7,9,8,9,10,1,7,7,12,8,7,10,3,19,21,22,21,20,8,20,23,25,20,24,1,23,26,25,38,22,32,37,30,27,16,16,38,25,20,38,2,42,39,35,40,1,39,43,39
82,4,0,0,1,0,2,0,1,1,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,8,9,8,8,6,6,8,8,1,10,8,1,11,11,9,1,10,9,9,14,14,4,2,11,3,14,6,13,15,0,1,1,22,20,15,9,5,8,1,3,11,16,1,22,4,4,6,9,3,3,58
83,3,1,0,0,0,2,0,2,0,1,1,1,2,0,1,0,0,0,1,0,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,2,2,5,5,6,6,6,7,9,8,9,10,1,7,7,12,8,7,10,3,19,21,22,21,20,8,20,23,25,20,24,1,23,26,25,14,38,38,30,38,38,41,39,11,38,42,41,42,40,40,47,46,33,47,50,13
84,5,0,0,1,0,3,2,1,0,1,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,8,9,8,8,6,6,8,8,1,10,8,1,11,11,9,1,10,9,9,14,14,4,2,11,3,14,6,13,15,0,1,1,22,20,15,9,5,8,1,3,11,16,1,22,4,4,6,9,3,3,58
85,4,0,0,1,0,3,3,1,1,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,8,9,8,8,6,6,8,8,1,10,8,1,11,11,9,1,10,9,9,14,14,4,2,11,3,14,6,13,15,0,1,1,22,20,15,9,5,8,1,3,11,16,1,22,4,4,6,9,3,3,58
86,4,0,0,1,0,3,2,1,0,2,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,8,9,8,8,6,6,8,8,1,10,8,1,11,11,9,1,10,9,9,14,14,4,2,11,3,14,6,13,15,0,1,1,22,20,15,9,5,8,1,3,11,16,1,22,4,4,6,9,3,3,58
87,4,0,0,1,0,1,2,1,1,2,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,8,9,8,8,6,6,8,8,1,10,8,1,11,11,9,1,10,9,9,14,14,4,2,11,3,14,6,13,15,0,1,1,22,20,15,9,5,8,1,3,11,16,1,22,4,4,6,9,3,3,1
88,4,0,0,1,0,1,2,1,0,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,8,9,8,8,6,6,8,8,1,10,8,1,11,11,9,1,10,9,9,14,14,4,2,11,3,14,6,13,15,0,1,1,22,20,15,9,5,8,1,3,11,16,1,22,4,4,6,9,3,3,58
89,3,0,0,1,0,3,2,1,0,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,7,4,6,2,1,0,14,14,13,11,17,12,0,14,14,18,15,14,18,18,18,7,12,20,24,23,21,21,36,37,35,36,39,31,40,42,43,44,45,45,47,44,49,50,51,37,36,48,23,54,51
90,5,0,0,1,1,3,3,1,0,1,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,8,9,8,8,6,6,8,8,1,10,8,1,11,11,9,1,10,9,9,14,14,4,2,11,3,14,6,13,15,0,1,1,22,20,15,9,5,8,1,3,11,16,1,22,4,4,6,9,3,3,58
91,6,0,1,0,1,0,0,0,1,2,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,8,9,8,8,6,6,8,8,1,10,8,1,11,11,9,1,10,25,25,24,24,24,22,24,26,21,27,2,25,19,26,27,29,23,26,2,28,28,25,14,33,4,29,23,25,27,33,23,5,37,14
92,1,1,0,1,0,3,3,1,2,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,20,2,2,6,3,5,6,6,12,11,25,18,14,19,11,7,4,22,21,19,21,7,3,16,23,19,9,28,6,20,3,49,50,49,49,50,52,53,54
93,6,1,1,0,0,2,2,0,1,2,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,8,9,8,8,6,6,8,8,1,10,8,1,11,11,9,1,10,25,25,24,24,24,22,24,26,21,27,2,25,19,26,27,29,23,26,2,28,28,25,14,33,4,29,23,25,27,33,23,5,37,14
94,4,1,1,0,0,2,2,0,2,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,8,9,8,8,6,6,8,8,1,10,8,1,11,11,9,1,10,9,9,14,14,4,2,11,3,14,6,13,15,0,1,1,22,20,15,9,5,8,1,3,11,16,1,22,4,4,6,9,3,3,58
95,6,0,0,1,1,1,1,1,0,2,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,8,9,8,8,6,6,8,8,1,10,8,1,11,11,9,1,10,25,25,24,24,24,22,24,26,21,27,2,25,19,26,27,29,23,26,2,28,28,25,14,33,4,29,23,25,27,33,23,5,37,14
96,2,1,1,0,0,2,2,0,0,1,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,7,4,6,2,1,0,6,0,10,1,9,11,6,9,11,2,0,7,22,19,5,15,21,21,23,12,20,19,19,36,15,14,4,25,42,25,21,23,41,40,14,39,36,32,37,11,31,37,26,27,26
97,6,1,0,1,0,1,1,1,1,2,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,8,9,8,8,6,6,8,8,1,10,8,1,11,11,9,1,10,25,25,24,24,24,22,24,26,21,27,2,25,19,26,27,29,23,26,2,28,28,25,14,33,4,29,23,25,27,33,23,5,37,14
98,5,1,0,1,0,1,1,1,0,1,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,8,9,8,8,6,6,8,8,1,10,8,1,11,11,9,1,10,25,25,24,24,24,22,24,26,21,27,2,25,19,26,27,29,23,26,2,28,28,25,14,33,4,29,23,25,27,33,23,5,37,14
99,1,1,0,1,0,1,1,1,2,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,7,4,6,2,1,12,13,11,15,15,15,13,17,18,15,12,9,20,0,17,21,19,17,30,31,31,30,34,33,33,34,35,36,35,36,36,39,38,39,37,27,28,43,4,42,44,43,45,49,44,45
100,6,0,2,0,1,2,1,0,1,2,0,1,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,19,12,6,0,11,12,0,10,16,9,8,1,13,9,5,8,5,3,7,12,12,10,2,10,4,3,15,3,1,3,14,6,10,49,48,47,46,44,49,48
101,2,0,2,1,1,1,1,1,1,2,0,1,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,5,15,16,14,8,13,2,13,13,10,0,15,16,1,12,32,28,20,27,29,25,22,28,26,6,26,26,31,34,22,26,30,16,7,22,18,1,28,25
102,1,0,2,1,1,3,2,1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,20,2,2,6,3,5,6,6,12,29,5,6,5,6,4,9,7,5,5,4,7,41,9,5,7,11,7,6,10,9,16,8,8,0,1,13,56,7,15
103,4,1,2,2,0,2,2,1,0,1,0,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,4,2,4,22,3,6,8,7,0,7,0,7,7,12,4,7,1,8,2,9,7,6,38,35,31,35,35,35,35,32,33,0,37,31,39,34,36,36,38,31
104,1,0,2,0,1,0,0,1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,3,1,3,2,7,4,6,2,1,0,6,0,10,1,9,11,6,9,11,2,0,7,22,19,5,15,21,21,23,12,20,19,19,36,15,14,4,25,18,41,36,41,23,12,40,3,41,41,38,40,38,41,40,39,41
105,2,1,2,0,0,3,0,1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,3,1,3,2,7,4,6,2,1,0,6,0,10,1,9,11,6,9,11,2,0,7,22,19,5,15,21,21,23,12,20,19,19,36,15,14,4,25,18,41,36,41,23,12,40,3,41,41,38,40,38,41,40,39,41
106,2,1,2,1,0,2,0,1,0,1,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,3,1,3,2,7,4,6,2,1,0,6,0,10,1,9,11,6,9,11,2,0,7,22,19,5,15,21,21,23,12,20,19,19,36,15,14,4,25,18,41,36,41,23,12,40,3,41,41,38,40,38,41,40,39,41
107,4,1,2,2,0,2,1,0,1,2,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,19,12,6,0,11,12,0,10,16,9,8,1,13,9,5,8,5,3,7,12,12,10,2,10,4,3,15,3,1,3,14,6,10,49,48,47,46,44,49,48
108,4,1,2,0,0,1,2,1,0,1,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,0,1,7,2,5,9,5,4,2,1,4,0,5,4,4,2,4,22,3,6,8,7,0,7,0,7,7,12,4,7,1,8,2,9,7,6,38,35,31,35,35,35,35,32,33,0,37,31,39,34,36,36,38,31
109,5,1,2,1,0,3,2,1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,0,1,7,2,5,1,0,10,4,3,7,2,14,6,5,1,0,7,0,2,10,8,11,1,5,4,4,6,11,3,14,1,9,7,5,5,4,1,6,44,37,21,8,0,12,5,7,17,18,23,5,24,18,3
110,1,1,2,2,1,3,3,1,0,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,20,2,2,6,3,5,6,6,12,11,25,18,14,19,11,7,4,22,21,19,21,7,3,16,23,19,9,28,6,20,50,18,21,14,54,17,18,20,16
111,2,0,2,1,0,2,3,1,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,20,2,2,6,3,5,6,6,12,29,5,6,5,6,4,9,7,5,5,4,7,41,9,5,7,11,7,6,10,9,16,8,8,0,1,13,56,7,15
112,2,0,2,1,0,2,3,1,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,20,2,2,6,3,5,6,6,12,29,5,6,5,6,4,9,7,5,5,4,7,41,9,5,7,11,7,6,10,9,16,8,8,0,1,13,56,7,15
113,2,0,2,1,0,1,0,1,2,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,5,15,16,14,8,13,2,13,13,10,0,15,16,1,12,32,28,20,27,29,25,22,28,26,6,26,26,31,34,22,26,30,16,7,22,18,1,28,25
114,1,1,2,2,1,3,3,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,20,2,2,6,3,5,6,6,12,11,25,18,14,19,11,7,4,22,21,19,21,7,3,16,23,19,9,28,6,20,50,18,21,14,54,17,18,20,16
115,1,1,2,1,0,2,3,1,0,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,20,2,2,6,3,5,6,6,12,29,5,6,5,6,4,9,7,5,5,4,7,41,9,5,7,11,7,6,10,9,16,8,8,0,1,13,10,52,43
116,0,1,2,2,1,3,3,1,2,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,20,2,2,6,3,5,6,6,12,11,25,18,14,19,11,7,4,22,21,19,21,7,3,16,23,19,9,28,6,20,50,18,21,14,54,17,18,20,16
117,2,0,2,1,0,2,3,1,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,20,2,2,6,3,5,6,6,12,29,5,6,5,6,4,9,7,5,5,4,7,41,9,5,7,11,7,6,10,9,16,8,8,0,1,13,56,7,15
118,1,0,2,1,0,2,3,1,1,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,20,2,2,6,3,5,6,6,12,29,5,6,5,6,4,9,7,5,5,4,7,41,9,5,7,11,7,6,10,9,16,8,8,0,1,13,56,7,15
119,2,1,2,1,0,3,3,1,0,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,20,2,2,6,3,5,6,6,12,29,5,6,5,6,4,9,7,5,5,4,7,41,9,5,7,11,7,6,10,9,16,8,8,0,1,13,10,52,43
120,5,0,2,1,0,2,2,1,0,1,0,1,2,0,1,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,3,10,12,10,8,12,3,16,13,12,4,5,13,15,15,4,20,1,11,17,15,13,17,18,18,35,36,33,35,33,2,35,32,30,37,32,28,31,40,34,41,23,8,40,37,41,38
121,1,1,2,1,0,3,3,1,1,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,20,2,2,6,3,5,6,6,12,11,25,18,14,19,11,7,4,22,21,19,21,7,3,16,23,19,9,28,6,20,50,18,21,14,54,17,18,20,16
122,1,0,2,1,0,3,3,1,2,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,20,2,2,6,3,5,6,6,12,29,5,6,5,6,4,9,7,5,5,4,7,41,9,5,7,11,7,6,10,9,16,8,8,0,1,13,56,7,15
123,4,0,2,1,0,1,3,1,0,0,0,1,2,0,1,1,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,3,10,12,10,8,12,3,16,13,12,4,5,13,15,15,4,20,1,11,17,15,13,17,18,18,35,36,33,35,33,2,35,32,30,37,32,28,31,40,34,41,23,8,40,37,41,38
124,1,0,2,1,0,2,3,1,0,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,20,2,2,6,3,5,6,6,12,29,5,6,5,6,4,9,7,5,5,4,7,41,9,5,7,11,7,6,10,9,16,8,8,0,1,13,56,7,15
125,4,1,2,1,0,3,3,1,0,2,0,1,2,0,1,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,3,10,12,10,8,12,3,16,13,12,4,5,13,15,15,4,20,1,11,17,15,13,17,18,35,21,8,20,9,18,17,20,10,20,15,21,1,19,20,11,26,24,29,10,22,21,9
126,2,0,2,1,0,3,3,1,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,20,2,2,6,3,5,6,6,12,29,5,6,5,6,4,9,7,5,5,4,7,41,9,5,7,11,7,6,10,9,16,8,8,0,1,13,56,7,15
127,0,1,1,1,1,2,2,0,2,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,20,2,2,6,3,5,6,6,12,11,25,18,14,19,11,7,4,22,21,19,21,7,3,16,23,19,9,28,6,20,50,18,21,14,54,17,18,20,16
128,1,1,1,1,1,2,0,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,7,4,6,2,1,0,6,0,10,1,9,11,6,9,11,2,0,7,22,19,5,15,21,21,23,12,20,19,19,36,15,14,4,25,42,25,21,23,41,40,14,39,36,32,37,11,31,37,26,27,26
129,1,1,2,1,0,1,0,1,2,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,5,15,16,14,8,13,2,13,13,10,0,15,16,1,12,32,28,20,27,29,25,22,28,26,6,26,26,31,34,22,26,30,16,7,22,18,1,28,25
130,1,0,2,1,0,1,3,1,0,0,0,1,2,0,1,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,4,1,5,7,3,1,7,1,0,5,12,6,11,3,9,7,5,17,16,16,5,1,6,3,15,12,10,3,0,12,14,3,6,11,1,11,8,0,12,1,10,46,46,47,47,48,48,50,51,51,50,51,52
131,2,0,2,1,0,3,3,1,1,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,20,2,2,6,3,5,6,6,12,29,5,6,5,6,4,9,7,5,5,4,7,41,9,5,7,11,7,6,10,9,16,8,8,0,1,13,56,7,15
132,3,0,2,1,0,2,3,2,2,1,0,1,2,0,1,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,2,5,1,0,10,4,3,7,2,0,16,18,16,19,18,15,17,23,20,25,22,27,24,5,25,26,28,25,24,18,29,25,23,10,6,30,22,27,2,23,24,29,37,9,34,30,32,7,33,32,29
133,2,1,2,2,1,3,1,1,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,5,15,16,14,8,13,2,13,13,10,0,15,16,1,34,0,10,23,10,13,13,19,12,15,14,21,5,20,16,13,11,15,7,19,4,0,19,17,12
134,1,0,2,1,0,2,3,1,2,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,20,2,2,6,3,5,6,6,12,29,5,6,5,6,4,9,7,5,5,4,7,41,9,5,7,11,7,6,10,9,16,8,8,0,1,13,56,7,15
135,1,1,2,1,0,2,3,1,0,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,1,2,4,6,0,7,2,3,3,2,1,0,20,2,2,6,3,5,6,6,12,29,5,6,5,6,4,9,7,5,5,4,7,41,9,5,7,11,7,6,10,9,16,8,8,0,1,13,10,52,43
136,5,0,2,1,0,1,3,1,0,0,0,1,2,0,1,1,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,3,10,12,10,8,12,3,16,13,12,4,5,13,15,15,4,20,1,11,17,15,13,17,18,18,35,36,33,35,33,2,35,32,30,37,32,28,31,40,34,41,23,8,40,37,41,38
137,4,1,1,1,1,2,2,0,0,2,0,1,2,0,1,0,0,0,1,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,3,10,12,10,8,12,3,16,13,12,4,5,13,15,15,4,20,1,11,17,15,13,17,18,35,21,8,20,9,18,17,20,10,20,15,21,1,19,20,11,26,24,29,10,22,21,9
138,3,1,2,1,0,1,3,1,0,2,0,1,2,0,1,1,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,2,4,4,3,0,3,3,10,12,10,8,12,3,16,13,12,4,5,13,15,15,4,20,1,11,17,15,13,17,18,35,21,8,20,9,18,17,20,10,20,15,21,1,19,20,11,26,24,29,10,22,21,9
